id,Lat_Dec,Lon_Dec,NO2uM,NO3uM,NH3uM,R_TEMP,R_Depth,R_Sal,R_DYNHT,R_Nuts,R_Oxy_micromol.Kg,,PO4uM,SiO3uM,TA1.x,Salinity1,Temperature_degC,DIC
386,33.41947,-117.90327,0.01,31.7,0,8.35,323,145.2,0.68,0,38.28085,,2.65,47,2282.43,34.251,8.38,2265.61
387,34.32,-120.79787,0.03,34.1,0.04,8.09,323,145.3,0.568,0.04,44.80612,,2.78,48.7,2282.31,34.186,8.12,2259.9
388,32.92,-118.938333,0.55,12.9,0.01,11.55,33,250.2,0.1,0.01,206.4292,,1.21,11.1,2229.1,33.465,11.55,2101.6
389,33.485,-122.536667,0.01,0,0,15.66,2,347.5,0.007,0,251.5388,,0.36,1.8,2224.27,33.1992,15.66,2000.79
390,34.44932,-120.52307,0.249,19.2,0.25,10.63,66,220.5,0.198,0.25,142.8008,,1.72,21.41,2237.21,33.657,10.64,2150.82
391,32.81403,-123.90517,0.008,35.07,0.02,6.67,323,137.6,0.71,0.02,68.7271,,2.57,56.24,2279.92,34.039,6.7,2254.84
392,33.48213,-122.53752,0.02,27.8,0,8.62,171,168.6,0.411,0,111.3927,,2.08,33.23,2257.87,33.952,8.64,2199.06
393,33.493333,-119.313333,0.09,1.3,0.03,13.46,20,291.3,0.059,0.03,265.7706,,0.46,4.8,2225.62,33.365,13.46,2017.18
394,34.44952,-120.52363,0.28,19.31,0.25,10.18,29,215.6,0.067,0.25,155.8555,,1.66,21.12,2234.4,33.602,10.19,2147.26
395,31.4145,-121.99232,0.019,12.8,0.03,10.33,102,252.8,0.304,0.03,222.9808,,1.14,10.46,2213.47,33.171,10.34,2083.29
396,34.321666,-120.811666,0.14,16.9,0.36,11.41,50,234.4,0.153,0.36,180.2689,,1.43,15.9,2235.55,33.638,11.42,2123.39
397,33.82228,-118.62652,0.037,24.9,0.12,9.78,101,188.3,0.23,0.12,104.8883,,2.05,27.81,2247.69,33.908,9.8,2190.61
398,32.846667,-117.533333,0,33.9,0,7.83,323,139.6,0.631,0,39.14896,,2.68,52.4,2288.1,34.2276,7.86,2270.19
399,32.84348,-117.53017,0,38.4,0.19,6.34,519,116.4,0.877,0.19,13.91596,,3.11,73.95,2312.5,34.301,6.38,2310.1
400,33.41947,-117.90327,0.08,11.2,0.01,12.17,53,262.3,0.161,0.01,183.8045,,1.13,11.12,2224.65,33.439,12.17,2102.98
401,34.16203,-121.15758,0.027,29.3,0.04,8.93,171,163.3,0.374,0.04,73.09734,,2.35,37.2,2266.08,34.09,8.95,2226.35
402,34.16203,-121.15758,0.028,33.4,0.03,8,323,142.3,0.601,0.03,40.88983,,2.71,50.19,2283.25,34.21,8.03,2267.31
403,34.316666,-120.803333,0.23,13.6,0.01,11.59,50,246.9,0.138,0.01,188.1309,,1.27,14.2,2231.27,33.516,11.6,2104.38
404,33.48453,-122.53108,0,0,0.03,17.38,30,390.5,0.118,0.03,243.7963,,0.33,2.8,2218.23,33.145,17.38,2002.25
405,32.41778,-119.95873,0.005,39.95,0,5.88,518,112.3,0.896,0,13.91545,,3.13,80.14,2314.13,34.273,5.93,2312.19
406,33.828333,-118.625,0,24.9,0,9.75,170,183.3,0.41,0,103.1408,,2.04,28.6,2256.12,33.988,9.77,2194.47
407,34.315,-120.813333,0,39.7,0,6.13,519,114.8,0.851,0,15.22046,,3.09,76.3,2314.74,34.287,6.18,2312.81
408,33.48168,-122.534,0.01,30.5,0,8.08,232,156.1,0.558,0,93.75703,,2.34,40.02,2259.3,34.024,8.1,2220.73
409,33.488333,-122.551667,0.02,0.1,0,13.01,3,314,0.009,0,268.4483,,0.34,3.1,2199,32.942,13.01,2001.92
410,33.41783,-117.90288,0.049,23.9,0.01,10.07,100,203.3,0.266,0.01,119.7042,,1.97,24.48,2241.97,33.762,10.08,2174.81
411,32.84663,-117.5315,0.03,0.1,0,14.98,30,319,0.106,0,263.6657,,0.41,3.1,2229.24,33.407,14.98,2001.75
412,32.65012,-119.4764,0.035,19.79,0,9.72,101,214,0.297,0,166.2986,,1.62,20.17,2231.9,33.552,9.73,2138.06
413,32.84617,-117.533,0.014,15.5,0.1,11.38,100,242.9,0.292,0.1,167.2183,,1.34,14.32,2230.48,33.537,11.39,2121.79
414,34.31877,-120.80207,0.03,22.7,0,9.77,102,203,0.255,0,139.7272,,1.75,22.19,2237.99,33.701,9.78,2161.95
415,34.316667,-120.805,0.09,2.2,0.29,12.64,1,271,0.003,0.29,280.0915,,0.47,1.7,2233.56,33.427,12.64,2025.18
416,33.41783,-117.90288,0.012,0,0.08,20.07,2,417.2,0.008,0.08,237.3221,,0.32,2.02,2243.89,33.635,20.07,2009.43
417,33.48453,-122.53108,0,40.8,0.09,5.5,519,114.5,1.028,0.09,22.61325,,3.1,80.92,2311.18,34.179,5.55,2311.88
418,32.84633,-117.5313,0,0.07,0.07,20.44,2,440.5,0.009,0.07,237.23,,0.23,2.01,2237.5,33.481,20.44,1995.98
419,32.646667,-119.491667,0.19,9.1,0.13,11.87,52,258.2,0.142,0.13,230.3997,,0.93,9.9,2225.15,33.4266,11.88,2044.24
420,34.321666,-120.811666,0,33.3,0.02,7.97,321,137.1,0.597,0.02,31.31834,,2.81,52.8,2293.27,34.281,8,2277.78
421,32.65458,-119.48298,0.12,1.4,0.17,14.29,50,307.6,0.158,0.17,250.1248,,0.48,3.31,2227.65,33.382,14.3,2024.15
422,33.488333,-122.533333,0,0.4,0,16.88,2,374.1,0.007,0,250.7352,,0.31,0.8,2222.96,33.2,16.88,2002.58
423,34.2769,-120.02423,0.01,0,0.01,16.36,2,355.1,0.007,0.01,252.8662,,0.31,1.94,2228.78,33.297,16.36,2000.85
424,33.81657,-121.8428,0.006,0,0,19.74,3,450.4,0.014,0,238.82,,0.31,1.47,2214.31,33.092,19.74,1996.28
425,33.488333,-122.533333,0.1,2.1,0.13,13.7,49,322.1,0.175,0.13,268.0314,,0.49,1.5,2211.96,33.031,13.71,2014.22
426,33.82361,-121.84444,0.012,21.78,0,9.46,101,205.6,0.291,0,156.2724,,1.68,21.85,2232.8,33.608,9.47,2150.61
427,32.8483,-117.52998,0.02,29.6,0.01,8.74,232,162.2,0.567,0.01,84.19054,,2.34,37.32,2264.01,34.08,8.77,2221.55
428,32.65458,-119.48298,0.017,25.6,0.29,9.03,172,181.8,0.437,0.29,125.7689,,1.98,28.35,2247.48,33.861,9.05,2183.75
429,32.65397,-119.48538,0.006,0,0,17.02,25,375.3,0.094,0,244.195,,0.32,1.77,2225.99,33.237,17.02,1999.02
430,31.418333,-122.001667,0,0,0,13.89,2,324.3,0.006,0,266.2975,,0.32,0.9,2209.62,33.0447,13.89,1999.41665
431,31.41382,-121.996,0.02,0,0.03,14.92,2,324.2,0.007,0.03,249.7353,,0.3,2.76,2223.37,33.315,14.92,2009.32
432,32.65458,-119.48298,0.053,0.4,0.07,14.71,30,314.8,0.095,0.07,256.2459,,0.41,2.75,2229.74,33.393,14.72,2017.32
433,32.92,-118.938333,0,32,0,8.24,232,143.9,0.452,0,48.72155,,2.59,47.2,2282.1,34.213,8.26,2256.1
434,34.281667,-120.038333,0.2,5.6,0.76,12.75,30,280.6,0.088,0.76,239.1667,,0.74,5.4,2228.25,33.3341,12.75,2047.28
435,33.42173,-117.90127,0.231,8.8,0.15,12.46,32,268.6,0.098,0.15,202.9834,,0.95,8.52,2224.37,33.428,12.46,2082.59
436,34.295,-120.831666,0.04,22.8,0,10.27,50,209.8,0.123,0,138.8679,,1.84,23.7,2239.83,33.7119,10.28,2164.3
437,32.84348,-117.53017,0,28.8,0.3,8.77,232,156.6,0.497,0.3,73.52651,,2.37,38.85,2272.57,34.154,8.8,2229.98
438,32.41808,-119.953,0.032,0.2,0.37,14.68,50,315.1,0.159,0.37,253.1944,,0.43,2.68,2229.03,33.387,14.69,2021.27
439,32.41787,-119.9594,0,0,0,15.34,29,349.7,0.113,0,265.84,,0.33,1.99,2217.82,33.107,15.34,2002.67
440,32.985,-120.346666,0.24,6.2,0.24,12.5,51,276.6,0.144,0.24,246.9967,,0.79,7.4,2226.29,33.3389,12.51,2049.38
441,34.28082,-120.03182,0.64,18.3,0,6.53,518,123.6,0.836,0,0,,3.87,106.33,2339.78,34.248,6.58,2353.97
442,34.3165,-120.8009,0.09,0.92,0.21,16.4,30,346.4,0.108,0.21,240.1992,,0.45,1.83,2233.03,33.448,16.41,2017.88
443,34.27407,-120.02473,0.219,19.8,0.34,10.51,30,213.8,0.071,0.34,149.7577,,1.72,21.69,2241.11,33.704,10.52,2155.71
444,32.65068,-119.4804,0.01,39.1,0,6.22,519,113.9,0.876,0,13.48075,,3.09,75.64,2317.91,34.306,6.26,2314.74
445,33.48258,-122.53307,0.02,16.46,0.01,10.02,101,235.5,0.319,0.01,192.461,,1.39,14.68,2218.51,33.331,10.04,2111.36
446,32.81672,-123.9064,0.073,7.82,0.02,11.16,101,275.4,0.378,0.02,231,,0.88,7.46,2206.95,33.049,11.17,2056.39
447,34.2775,-120.05032,0.17,18.6,0.22,10.38,31,194.9,0.061,0.22,180.6319,,1.54,21.1,2261.52,33.933,10.38,2155.88
448,34.15052,-121.14713,0.011,27.52,0,8.62,171,169.3,0.413,0,117.0502,,2.09,33.03,2255.72,33.939,8.64,2196.9
449,32.41513,-119.96142,0.005,0,0,17.21,38,364.7,0.139,0,242.4233,,0.31,2.07,2228.04,33.451,17.21,2011.22
450,34.32,-120.798333,0.16,3.2,0.21,12.62,21,273.7,0.058,0.21,267.9007,,0.54,3,2230.21,33.3871,12.62,2038.02
451,34.15052,-121.14713,0.01,30.89,0.01,7.96,231,155.9,0.508,0.01,93.53946,,2.33,41.1,2265.98,34.027,7.99,2223.72
452,34.27407,-120.02473,0.028,0.3,0.05,12.53,2,253.5,0.005,0.05,318.3669,,0.24,0.59,2253.11,33.637,12.53,1993.08
453,32.653333,-119.486667,0.06,0.5,0.06,13.94,50,305.6,0.156,0.06,254.9134,,0.37,2.6,2224.25,33.3192,13.95,2015.28
454,34.32,-120.80682,0.08,2.2,0.15,12.61,15,282.3,0.043,0.15,262.6969,,0.49,4.4,2222.86,33.285,12.61,2025.76
455,33.42117,-117.9052,0,37.87,0.09,6.77,518,122.6,0.983,0.09,15.65637,,3.07,68.24,2308.41,34.294,6.82,2302.97
456,33.418333,-117.901667,0,13.5,0,11.06,100,252.1,0.309,0,199.8974,,1.22,11.9,2217.95,33.3317,11.07,2091.16
457,33.418333,-117.908333,0.02,31.5,0,8.54,322,146.4,0.633,0,36.97643,,2.69,46.7,2288.76,34.2802,8.57,2263.688237
458,33.488333,-122.551667,0,28.1,0,9.02,172,175,0.436,0,103.5674,,2.1,32.5,2249.03,33.9518,9.04,2202.26
459,33.82293,-118.62723,0.031,24.24,0,9.52,101,187.5,0.25,0,121.4259,,1.97,27.33,2248.43,33.862,9.53,2182.17
460,32.92,-118.935,0.29,13.6,0,11.49,30,250.5,0.081,0,205.9943,,1.23,12.6,2224.39,33.4246,11.49,2095.93
461,34.321666,-120.811666,0.07,1.4,0.74,16.21,2,334.2,0.007,0.74,254.9918,,0.43,3,2241.57,33.545,16.21,2014.82
462,33.488333,-119.323333,0,0,0.01,19.04,19,396.9,0.078,0.01,247.303,,0.25,3,2244.98,33.5916,19.04,2039.71
463,32.84588,-117.53122,0.059,13.1,1.27,11.44,50,244.5,0.156,1.27,202.0611,,1.19,10.86,2228.12,33.515,11.45,2100.57
464,33.81555,-121.84499,0.03,29.2,0.01,8.53,171,166.1,0.415,0.01,97.03105,,2.21,34.88,2256.92,33.972,8.55,2212.91
465,34.32035,-120.79869,0.028,29.6,0.12,9.09,232,159.1,0.495,0.12,59.1707,,2.5,39.2,2276.18,34.196,9.11,2240.02
466,32.82037,-123.9004,0.008,0.4,0.18,15.19,2,341.3,0.007,0.18,256.3179,,0.37,3.04,2219.65,33.157,15.19,2003.69
467,34.2324,-120.97948,0.04,2,0,14.76,10,302,0.031,0,273.2079,,0.33,1.09,2239.1,33.571,14.77,2013.48
468,34.2749,-120.02508,0.365,9.42,0.11,12.18,50,266.6,0.166,0.11,204.68,,1.02,9.45,2222.42,33.387,12.19,2090.32
469,34.3165,-120.8009,0,39.87,0.03,5.96,519,116.3,0.934,0.03,16.96015,,3.14,77.18,2310.92,34.234,6.01,2309.97
470,33.473333,-122.54,0.02,0.3,0.1,12.95,30,307.6,0.092,0.1,270.6075,,0.34,4.7,2206.33,33.0178,12.95,2008.19
471,34.31582,-120.8065,0.13,7.9,0.75,11.99,2,247.4,0.005,0.75,257.8132,,0.86,7.27,2245.99,33.597,11.99,2074.38
472,33.82337,-118.629,0,0,0,17.84,2,363.4,0.007,0,242.4236,,0.29,1.36,2239.26,33.644,17.84,2006.31
473,34.27143,-120.02587,0.028,33.2,0.01,8.44,324,152,0.651,0.01,28.71262,,2.76,49.28,2280.34,34.187,8.48,2269.04
474,34.31487,-120.804,0.01,39.8,0,6.02,520,118.6,0.884,0,21.09195,,3.16,75.72,2308.43,34.207,6.07,2306.74
475,33.82217,-118.626,0.1,5.1,0.41,12.49,30,264.3,0.082,0.41,235.2065,,0.7,4.83,2234.29,33.5,12.49,2054.39
476,33.48258,-122.53307,0.013,0,0,15.96,2,376.8,0.008,0,251.6145,,0.33,1.46,2209.85,32.894,15.96,1990.56
477,33.81882,-118.63067,0.014,33.4,0.01,7.94,323,141.6,0.676,0.01,39.58453,,2.71,50.85,2273.22,34.222,7.97,2267.48
478,31.416667,-122.001667,0,0,0,15.93,51,355.8,0.2,0,261.1476,,0.28,1.4,2216.08,33.19,15.94,2002.4
479,32.81952,-123.90973,0.017,23.25,0,9.01,171,194,0.507,0,156.6868,,1.81,25,2239.74,33.694,9.03,2160.92
480,32.845,-117.54,0,16.3,0.09,11.22,100,241.3,0.306,0.09,170.2641,,1.4,14.9,2227.75,33.5108,11.23,2118.61
481,32.6524,-119.4811,0.048,0.4,0.68,15.41,30,326.7,0.104,0.68,251.9187,,0.43,1.08,2231.3,33.427,15.42,2023.87
482,34.2324,-120.97948,0.06,1.1,0,15.36,2,311.2,0.006,0,266.6976,,0.39,1.91,2240.6,33.613,15.36,2012.5
483,34.31628,-120.80113,0.004,34.4,0.11,7.65,324,138.9,0.583,0.11,39.58352,,2.71,52.78,2290.36,34.199,7.69,2269.05
484,34.15047,-121.14983,0.023,19.72,0.04,9.78,101,216.1,0.294,0.04,167.608,,1.6,18.95,2227.81,33.535,9.8,2136.23
485,32.92,-118.938333,0,26,0,9.79,172,182.7,0.429,0,97.04741,,2.1,30.3,2256.3,34.0046,9.81,2200.16
486,31.4145,-121.99232,0.022,41.1,0.03,5.32,519,109.8,0.932,0.03,16.95915,,3.14,84.78,2318.86,34.22,5.37,2320.12
487,33.418333,-117.908333,0.01,0,0.05,18.87,2,393.7,0.008,0.05,248.6047,,0.27,2.1,2239.01,33.567,18.87,2002.367621
488,32.418333,-119.968333,0.18,6.2,0.16,12.63,50,274.1,0.142,0.16,250.9109,,0.74,3.4,2232.8,33.418,12.64,2050.7
489,34.2749,-120.02508,0.036,0.62,0.05,15.11,30,320.8,0.107,0.05,275.77,,0.33,1.52,2234.51,33.427,15.12,2010.98
490,33.42067,-117.90133,0.105,3.1,0.12,13.63,50,294.1,0.157,0.12,236.1481,,0.6,4.13,2227.15,33.389,13.63,2045.22
491,34.14528,-120.68388,0.04,30.4,0,8.82,252,153.6,0.524,0,50.03107,,2.56,41.96,2279,34.212,8.84,2250.21
492,32.985,-120.346666,0,27.5,0,8.93,169,172.4,0.379,0,107.9161,,2.13,32.4,2253.39,33.9653,8.95,2199.65
493,34.278333,-120.025,0.05,29,0,9.27,172,166.5,0.349,0,61.35171,,2.45,37.6,2269.97,34.123,9.29,2235.352932
494,31.428333,-121.981667,0,0,0,14.96,2,338.9,0.007,0,257.1832,,0.36,2.4,2217.72,33.127,14.96,1997.42
495,34.31877,-120.80207,0.02,40.5,0,5.93,519,116.3,0.863,0,17.39503,,3,79.22,2313.66,34.227,5.98,2310.72
496,32.85,-117.531667,0,38.4,0,6.54,518,118.5,0.882,0,12.17676,,3.12,72.3,2313.07,34.3111,6.59,2310.71
497,34.275,-120.025,0,33.5,0,8.45,271,149.1,0.562,0,26.102,,2.77,50.6,2280.7,34.21,8.48,2274.3
498,34.27143,-120.02587,0.028,0.1,0.12,13.67,30,289.5,0.11,0.12,284.9345,,0.31,0.42,2236.41,33.45,13.67,2015.59
499,32.65432,-119.48232,0.1,1.1,0.19,13.92,2,291.2,0.006,0.19,251.3936,,0.42,3.14,2237.26,33.492,13.92,2025.63
500,33.97237,-120.5707,0.05,32.7,0,8.25,323,145.5,0.632,0,36.97596,,2.73,49.7,2285.47,34.243,8.29,2267.6
501,33.821667,-118.63,0.01,0,0.01,19.39,2,404.5,0.008,0.01,251.2496,,0.22,1.1,2242.63,33.5844,19.39,1988.988833
502,33.42,-117.901667,0,30.7,0,8.62,231,157,0.501,0,69.6115,,2.42,40.2,2271.08,34.1263,8.64,2235.07
503,33.18017,-118.39332,0.111,1.4,0.02,14.02,30,297.4,0.095,0.02,250.5361,,0.48,3.31,2231.25,33.441,14.02,2027.68
504,33.823333,-118.626667,0,23.4,0,9.94,101,202.8,0.258,0,124.9272,,1.87,24.5,2242.5,33.749,9.95,2173.1
505,32.41967,-119.95228,0.15,2,0.08,13.32,2,279.6,0.006,0.08,254.849,,0.48,3.32,2232.93,33.493,13.32,2034.55
506,30.4175,-124.00067,0.012,0.1,0.2,16.2,2,343.8,0.007,0.2,244.1185,,0.3,1.9,2235.59,33.41,16.2,2012.13
507,34.276667,-120.03,0.01,34.9,0,7.45,323,136.2,0.503,0,20.87877,,2.98,64.3,2293.6,34.207,7.48,2291.3
508,34.2769,-120.02423,0.011,32.79,0.04,8.11,324,146,0.72,0.04,26.53584,,2.78,55.91,2286.49,34.189,8.14,2278.12
509,34.268333,-120.021667,0,0,0.11,16.66,2,345.4,0.007,0.11,273.766,,0.21,2.1,2241.87,33.533,16.66,1990.36
510,32.646667,-119.491667,0.01,32.7,0.07,8.24,231,146,0.464,0.07,48.72264,,2.57,46.2,2280.24,34.1862,8.26,2228.66
511,34.27192,-120.0276,0.017,33.3,0,8.04,323,144.9,0.575,0,23.9255,,2.82,55.24,2284.54,34.195,8.07,2279.92
512,33.15023,-123.22093,0.014,27.59,0,8.14,233,161.3,0.63,0,123.27,,2.08,35.57,2260.9,33.975,8.16,2198.15
513,32.01,-122.393333,0,0,0.01,15.48,55,323.6,0.178,0.01,249.7297,,0.3,2.2,2238.75,33.4994,15.49,2015.01
514,33.41308,-117.90933,0.01,39.2,0,6.29,519,114.2,0.928,0,10.56719,,3.23,76.39,2318.6,34.324,6.34,2315.35
515,31.99,-122.393333,0,0,0,15.26,20,346.1,0.069,0,254.5855,,0.32,3,2214.26,33.1153,15.26,2002.58
516,32.65068,-119.4804,0.03,0.2,0,16.51,30,337.6,0.104,0,243.6645,,0.34,1.67,2239.06,33.601,16.51,2015.47
517,32.65133,-119.48202,0.237,15.5,0,10.8,50,243.9,0.166,0,184.51,,1.35,13.75,2222.36,33.396,10.8,2112.18
518,33.485,-122.541667,0,27.3,0,8.74,172,172.4,0.46,0,115.7487,,1.98,31.1,2254.9,33.929,8.76,2195.1
519,32.415,-119.961667,0.17,4.8,0.35,12.87,51,274.5,0.145,0.35,258.7528,,0.67,7.8,2228.79,33.456,12.88,2048.09
520,33.48213,-122.53752,0.16,2.5,0.08,14.24,12,309.1,0.037,0.08,254.0538,,0.51,3.03,2237.73,33.325,14.24,2026.26
521,34.316666,-120.803333,0.01,39,0,5.94,523,112,0.868,0,13.48061,,3.2,82.5,2319.4,34.2892,5.99,2319.48
522,34.31877,-120.80207,0.02,27.2,0,9.17,170,175.1,0.381,0,96.16953,,2.07,33.3,2259.35,33.976,9.19,2206.1
523,34.27822,-120.02078,0.004,24.93,0,6.6,519,123.9,0.792,0,2.609435,,3.61,101.1,2336.02,34.235,6.64,2342.88
524,33.48168,-122.534,0.01,14.5,0,10.37,101,236.7,0.318,0,202.5218,,1.26,13.17,2223.9,33.388,10.38,2099.98
525,32.418333,-119.958333,0,0.1,0.01,17.72,3,382.6,0.011,0.01,240.2906,,0.28,0.7,2228.6,33.351,17.72,2001.1
526,34.32035,-120.79869,0.028,32.1,0.07,8.41,323,147.3,0.633,0.07,42.63186,,2.7,46.4,2284.63,34.235,8.45,2260.8
527,33.418333,-117.908333,0.04,0.7,0.05,13.8,30,292,0.107,0.05,274.9211,,0.42,3,2231.55,33.4564,13.8,2022.006346
528,31.428333,-121.981667,0,34.5,0,7.22,322,140.4,0.702,0,63.50911,,2.59,52.9,2278.14,34.0948,7.25,2256.17
529,33.82337,-118.629,0.01,32.7,0,8.17,323,142.3,0.697,0,34.79979,,2.7,49.4,2284.42,34.254,8.2,2270.1
530,34.2775,-120.05032,0.03,31.4,0.11,8.5,171,151.3,0.288,0.11,46.55043,,2.55,46.8,2279.2,34.163,8.52,2254.12
531,33.48412,-122.53382,0.013,28.89,0,8.25,232,161.3,0.626,0,105.57,,2.18,37,2261.86,34.005,8.27,2210.64
532,34.44812,-120.5254,0.246,1.66,0.51,16.12,29,342.7,0.1,0.51,236.267,,0.53,4.62,2232.21,33.408,16.12,2027.85
533,33.478333,-122.535,0.09,2.3,0.13,14.78,19,326.6,0.064,0.13,265.4307,,0.43,2.6,2225.77,33.2521,14.78,2014.703926
534,33.97237,-120.5707,0.04,30.4,0,8.87,252,157.3,0.526,0,53.07841,,2.54,41.82,2278.23,34.194,8.9,2247.6
535,33.821667,-118.63,0,37.9,0,6.97,519,125.9,0.884,0,16.96171,,2.99,64.8,2307.09,34.2955,7.02,2299.647793
536,33.828333,-118.625,0.26,13.2,0.07,12.01,48,257.5,0.15,0.07,206.4437,,1.15,11.4,2229.3,33.468,12.02,2096.69
537,33.14778,-123.2202,0.027,0,0.04,14.76,2,312.1,0.006,0.04,257.5487,,0.35,3.22,2230.03,33.428,14.76,2016.56
538,33.483333,-122.535,0,0,0.16,14.52,2,338.6,0.007,0.16,258.0543,,0.3,2.4,2208.6,33.017,14.52,2000.9
539,32.418333,-119.968333,0.13,4.2,0,13.38,2,287.2,0.006,0,268.3748,,0.56,1.9,2230.04,33.4141,13.38,2032.931453
540,33.41782,-117.90867,0.13,8.4,0.26,12.02,50,258.7,0.138,0.26,220.3834,,0.88,7.48,2238.79,33.465,12.02,2073.91
541,32.84633,-117.5313,0.007,36.31,0.06,7.2,519,128.7,0.96,0.06,20.58,,3.02,62.07,2305.96,34.295,7.25,2296.5
542,32.99,-120.346666,0.09,1.2,0.08,12.89,2,308.2,0.006,0.08,266.6895,,0.45,3.7,2209.3,32.9871,12.89,2009.45
543,32.915,-118.945,0,40.2,0,6.07,519,110.4,0.813,0,10.43641,,3.11,78.8,2322.23,34.331,6.12,2320.05
544,33.82361,-121.84444,0.007,34.63,0.01,7.46,323,136,0.639,0.01,37.84252,,2.74,55.43,2290.88,34.202,7.49,2273.74
545,31.416667,-122.001667,0,0,0,18.15,30,396.8,0.121,0,240.7594,,0.26,1.2,2223.75,33.3,18.16,2004.83
546,34.31487,-120.804,0.01,28,0,9.32,170,173.3,0.377,0,86.11574,,2.29,33.71,2261.58,34.033,9.33,2212.83
547,31.41,-121.991667,0,0.1,0,16.11,2,358.1,0.007,0,254.182,,0.42,2.1,2224.71,33.1889,16.11,1995.33
548,33.42173,-117.90127,0.01,33.9,0.08,7.82,324,138.6,0.601,0.08,35.66853,,2.76,52.32,2289.1,34.237,7.85,2269.96
549,34.2775,-120.05032,0.18,17,0.21,10.58,2,198.2,0.004,0.21,200.2269,,1.45,19.35,2248.74,33.932,10.58,2152.57
550,32.84762,-117.53343,0.023,0,0.12,22.75,2,485.9,0.01,0.12,244.4741,,0.26,1.89,2247.47,33.663,22.75,2002.15
551,33.82361,-121.84444,0.008,32.11,0.02,7.84,232,148,0.511,0.02,71.34519,,2.44,45.82,2277.1,34.091,7.86,2241.85
552,31.41567,-121.9852,0.047,11.85,0.01,10.59,101,266.5,0.343,0.01,222.5763,,1.14,10.14,2204.02,33.03,10.6,2071.77
553,32.65117,-119.48417,0.009,34.8,0.04,7.33,323,138.3,0.65,0.04,49.15302,,2.67,53.09,2286.02,34.146,7.36,2264.25
554,34.45118,-120.5247,0.065,0.34,0.15,15.88,2,344.1,0.007,0.15,250.6581,,0.39,2.91,2233.72,33.316,15.88,2009.57
555,32.843333,-117.533333,0.16,17.5,0.01,11.05,51,237.1,0.152,0.01,168.9524,,1.48,16.2,2228.44,33.5189,11.06,2125.23
556,34.32,-120.798333,0,38.9,0,6.17,520,116.8,0.822,0,17.83003,,2.98,75.7,2312.37,34.2607,6.22,2311.39
557,32.65,-119.481667,0,27.8,0,8.67,170,169.4,0.472,0,112.6994,,2.05,33.1,2256.9,33.956,8.69,2198.7
558,31.418333,-122.001667,0,0.1,0,13.85,31,323.7,0.1,0,266.2938,,0.32,1,2208.7,33.046,13.85,1999.8
559,33.42173,-117.90127,0.039,23.9,0.04,9.9,101,194.8,0.251,0.04,114.4709,,1.93,25.72,2246.8,33.835,9.91,2179.96
560,33.81555,-121.84499,0.093,1.6,0.32,15.32,30,325,0.104,0.32,257.5802,,0.44,0.77,2234.89,33.426,15.33,2025.5
561,33.813333,-118.626667,0,32.7,0,8.07,323,144.6,0.69,0,48.72108,,2.65,48.8,2283.74,34.2067,8.1,2257.63
562,32.84348,-117.53017,0,26.3,0.07,9.49,171,175.1,0.398,0.07,89.64201,,2.14,31.63,2260.42,34.052,9.51,2204.89
563,33.18017,-118.39332,0,0,0.05,15.53,2,321.1,0.006,0.05,253.65,,0.34,2.5,2237.37,33.53,15.53,2012.94
564,32.99,-120.346666,0.13,2.3,0.15,12.45,51,299.1,0.156,0.15,265.354,,0.54,4.6,2210.83,33.0157,12.46,2019.48
565,33.82337,-118.629,0.39,7.8,0,12.72,50,277.4,0.167,0,218.6828,,0.87,6.82,2216.78,33.377,12.73,2072.82
566,34.276667,-120.03,0.07,30.1,0,8.83,102,157,0.183,0,64.39227,,2.39,40.6,2272.6,34.144,8.84,2238.9
567,32.41777,-119.95838,0.07,8.78,0.01,11.33,101,266.6,0.358,0.01,224.3186,,0.92,7.45,2213.43,33.203,11.34,2063.84
568,34.14528,-120.68388,0.07,0.4,0,15.11,10,308.2,0.031,0,259.7163,,0.42,1.28,2240.62,33.581,15.11,2021.31
569,31.418333,-121.998333,0,24.6,0,9.19,171,190.6,0.528,0,137.9669,,1.83,26.1,2241.8,33.776,9.21,2172
570,32.411667,-119.971667,0.19,6.2,0.27,12.67,34,284.8,0.101,0.27,256.6031,,0.7,6.3,2223.68,33.2588,12.67,2046.21
571,34.315,-120.813333,0,24.6,0,9.71,100,196.7,0.248,0,127.5312,,1.92,25.5,2244.2,33.784,9.72,2175.17
572,31.41567,-121.9852,0.009,0,0.01,17.44,2,371.3,0.007,0.01,244.1871,,0.32,2.02,2237.03,33.415,17.44,2010.15
573,32.991667,-120.34,0,32.7,0,7.79,302,141.8,0.601,0,50.02498,,2.54,50.9,2283.93,34.1811,7.82,2260.83
574,32.81672,-123.9064,0,26.76,0,8.29,232,164.6,0.651,0,127.26,,2.04,33.96,2257.44,33.957,8.31,2195.74
575,34.27427,-120.03057,0.024,0,0.02,18.03,2,375.1,0.008,0.02,240.2721,,0.3,1.65,2243.88,33.552,18.03,2006.81
576,33.41763,-117.9034,0.308,14.36,0.14,10.83,50,246.7,0.153,0.14,192.0497,,1.28,13.21,2222.48,33.346,10.84,2103.04
577,33.823333,-118.626667,0,38,0,6.53,519,117.5,0.891,0,11.74176,,3.09,73.5,2314.8,34.315,6.58,2312
578,34.14528,-120.68388,0.06,27.5,0,9.39,171,171.9,0.394,0,75.27946,,2.32,34.59,2267.38,34.069,9.4,2221.6
